                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
"FY2003 Data Effective - 29-JUN-04 Organization","Grant Number","PI Name","Project Title","NIH Department Combining Name","NIH Major Component Combining Name","Award","City","State","Zip Code","  "                                                                                                                                                                                                                                                                                                               
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R03CA099079-02","Agarwal, Rajesh ","Bladder Cancer Prevention by Silibinin","OTHER HEALTH PROFESSIONS","SCHOOLS OF PHARMACY","$ 73,925","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                          
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R03CA099488-02","Roper, Kimberly D","Hormones, Quality of Life & Breast Cancer Support Groups","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 63,000","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                     
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R03CA099830-02","Risendal, Betsy C","Quality of Life, Ethnicity, and Breast Cancer Survivors*","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF MEDICINE","$ 76,584","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                  
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R03DC004952-02","Zhang, Chunbo ","The Role of Gap Junctions in Peripheral Odor Coding","BIOLOGY","SCHOOLS OF MEDICINE","$ 73,888","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R03DK063177-02","Nicolls, Mark R","Mechanisms of Allograft Tolerance","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 71,812","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                              
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R03TW005763-02","Pfenninger, Karl H","Role of IGF-1 receptor in axonal growth","BIOLOGY","SCHOOLS OF MEDICINE","$ 40,320","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                        
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R13AR009431-38","Norris, David A","ANNUAL SYMPOSIUM OF THE BIOLOGY OF SKIN","DERMATOLOGY","SCHOOLS OF MEDICINE","$ 20,000","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                       
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R13GM060664-04","Gutierrezhartmann, Arthur ","NATIONAL MD/PHD STUDENT CONFERENCE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 20,000","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                  
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R21AI055466-02","Rewers, Marian J","Viral Triggers of Type 1 Diabetes","PEDIATRICS","SCHOOLS OF MEDICINE","$ 297,850","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                            
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R21CA095183-02","Kraft, Andrew S","Pim 1 protein kinase as a  target for drug discovery","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 152,500","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                          
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R21CA095762-02","Nieto, Yago ","Prognostic Modeling of High-Risk Primary Breast Cancer","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 152,869","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                           
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R21CA097361-02","Steiner, John F","Return to Work in Cancer Survivors: A Pilot Study","NONE","SCHOOLS OF MEDICINE","$ 153,166","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                   
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R21DC005574-03","Rogers, Sally J","Teaching Nonverbal Children with Autism Useful Speech","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 151,000","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                         
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R21DK061422-02","Sussel, Lori G","Nkx2.2 and Gata6: regulation of islet development","PEDIATRICS","SCHOOLS OF MEDICINE","$ 152,666","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                              
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R21DK062183-02","Krebs, Nancy F","Intestinal Endogenous Zinc: Role for Metallothionein?","PEDIATRICS","SCHOOLS OF MEDICINE","$ 148,556","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                          
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R21DK063518-02","Gottlieb, Peter A","Human TCR/HLA Transgenic Mice to Prevent T1DM","PEDIATRICS","SCHOOLS OF MEDICINE","$ 338,959","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                               
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R21MH067382-02","Ross, Randal G","Perinatal Vulnerability to Psychosis","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 189,491","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                           
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R25CA049981-15","Bakemeier, Richard F","SHORT TERM CANCER RESEARCH EXPERIENCES","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 253,215","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                   
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R25CA083857-03","Nelsonmarten, Paula R","Nursing Education Model--Pallative Care Beyond Hospice","NONE","SCHOOLS OF NURSING","$ 100,456","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                         
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R37AA010556-08","Deitrich, Richard A","GENES FOR ETHANOL SENSITIVITY IN THE RAT - QTL ANALYSIS","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 258,547","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                 
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R37AG006127-17","Gilden, Donald H","NEUROBIOLOGY OF VARICELLA ZOSTER VIRUS","NEUROLOGY","SCHOOLS OF MEDICINE","$ 467,307","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                        
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R37DA004216-15","Zahniser, Nancy R","COCAINE SENSITIZATION AND THE DOPAMINE TRANSPORTER","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 250,839","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                        
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R37DA009842-09","Crowley, Thomas J","SUBSTANCE USE & CONDUCT DISORDER--MOTILITY, NEUROPSYCH","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 506,195","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                      
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R37DK032493-20","Rewers, Marian J","Natural History of Prediabetic Autoimmunity","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF MEDICINE","$ 764,605","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                               
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R37DK046082-11","Fitz, John G","Regulation of secretion by bile duct epithelial cells","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 319,330","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                            
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5R37GM030324-24","Johnson, Gary L","RECEPTOR INTERACTION WITH GTP REGULATORY PROTEINS","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 176,092","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                           
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32AA007464-27","Zahniser, Nancy R","Behavioral Pharmacogenetics of Drug & Alcohol Abuse","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 400,853","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                       
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32AG000279-03","Schwartz, Robert S","UCHSC AGING TRAINING GRANT","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 308,622","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                 
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32AI007405-13","Potter, Terry A","Training Program in Immunology","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 367,843","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                               
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32AI007447-12","Schooley, Robert T","University of Colorado HIV Research Training Program","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 182,421","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                       
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32AI052066-02","Holmes, Kathryn V","Molecular Pathogenesis of Infectious Diseases","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 83,209","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                               
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32AR007411-22","Norris, David A","TRAINING IN IMMUNODERMATOLOGY","DERMATOLOGY","SCHOOLS OF MEDICINE","$ 221,893","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                                
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32AR007534-18","Holers, V M","RESEARCH TRAINING IN RHEUMATOLOGY","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 188,041","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                 
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32CA079446-05","Kraft, Andrew S","TRAINING IN PHARMACOLOGY OF ANTINEOPLASTIC AGENTS","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 245,597","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                             
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32CA082086-04","Garcea, Robert L","POSTGRADUATE TRAINING IN PEDIATRIC ONCOLOGY","PEDIATRICS","SCHOOLS OF MEDICINE","$ 211,704","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                  
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32DK007038-29","Fitz, John G","GASTROINTESTINAL DISEASE TRAINING GRANT","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 60,347","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                           
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32DK007446-22","Ridgway, E Chester","Training Program in Diabetes, Endocrinology & Metabolism","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 385,177","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                   
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32DK007658-13","Hambidge, K Michael","Institutional Training Program in Nutrition","PEDIATRICS","SCHOOLS OF MEDICINE","$ 156,858","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                               
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32DK063687-02","Klingensmith, Georgeanna J","Training Program in Diabetes Research","MISCELLANEOUS","SCHOOLS OF MEDICINE","$ 187,851","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                           
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32GM007635-25","Tabakoff, Boris ","PREDOCTORAL TRAINING PROGRAM IN PHARMACOLOGY","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 237,637","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                               
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32GM008315-13","Moore, Ernest E","MECHANISMS OF POST-INJURY ORGAN FAILURE","SURGERY","SCHOOLS OF MEDICINE","$ 224,310","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                          
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32GM008730-05","Edwards, Dean P","PREDOCTORAL TRAINING IN MOLECULAR BIOLOGY","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 115,762","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                   
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32HD007186-24","Hay, William W","TRAINING IN PERINATAL MEDICINE","PEDIATRICS","SCHOOLS OF MEDICINE","$ 232,174","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                                 
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32HD041697-03","Freed, Curt R","NEUROSCIENCE TRAINING GRANT","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 105,700","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                     
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32HL007085-29","Schwarz, Marvin I","MULTIDISCIPLINARY RESPIRATORY DISEASES RESEARCH TRAINING","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 662,530","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                    
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32HL007171-27","Mcmurtry, Ivan F","RESPIRATION AND CIRCULATION DURING HYPOXIA","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 370,257","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                   
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32HL007670-15","Abman, Steven H","ACADEMIC TRAINING PROGRAM IN PEDIATRIC PULMONARY DISEASE","PEDIATRICS","SCHOOLS OF MEDICINE","$ 1","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                            
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32HL007822-07","Long, Carlin S","Postgraduate Training in Cardiovascular Research","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 300,624","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                               
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32MH015442-26","Reite, Martin L","DEVELOPMENT OF MALADAPTIVE BEHAVIOR","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 400,298","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                           
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32NS007083-24","Betz, William J","ADVANCED TRAINING IN BASIC NEUROSCIENCE","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 179,662","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                       
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T32NS007321-15","Gilden, Donald H","NEUROVIROLOGY-MOLECULAR BIOLOGY","NEUROLOGY","SCHOOLS OF MEDICINE","$ 215,585","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                               
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T35DK007496-18","Repine, John E","Short-Term Training In Health Professional School","NONE","SCHOOLS OF MEDICINE","$ 119,707","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                    
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5T35HL007961-04","Anderson, Steven M","BIOMEDICAL RESEARCH INTERNSHIP PROGRAM FOR UNDERGRADUATE","PATHOLOGY","SCHOOLS OF MEDICINE","$ 44,220","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                     
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01AA013473-03","Zawada, W M","THE FUTURE IS NOW:STEM CELLS AND ALCOHOL","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 265,791","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                          
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01AA013489-03","Tabakoff, Boris ","Pathways to Alcohol Tolerance","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 269,013","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                              
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01AA013524-03","Hunter, Lawrence E","Integrated Neuroinformatics Resource for Alcoholism (IN*","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 729,100","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                 
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01AI032770-12","Schooley, Robert T","COLORADO ADULT AIDS CLINICAL TRIALS UNIT","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 1,903,131","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                 
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01CA085070-05","Franklin, Wilbur A","BIOMAKERS IN LUNG CARCINOMA AND PREMALIGNACY","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 400,033","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                               
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01DK057151-05","Hill, James O","Clinical Center for Look AHEAD: Health in Diabetes","PEDIATRICS","SCHOOLS OF MEDICINE","$ 2,072,349","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                            
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01DK060782-03","Chase, H Peter","DPT-1 / TrialNet","MISCELLANEOUS","SCHOOLS OF MEDICINE","$ 377,395","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                                            
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01DK060791-03","Crawford, E D","TUMT verses Medical Therapy in Treatment of BPH","UROLOGY","SCHOOLS OF MEDICINE","$ 297,451","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                    
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01DK061242-02","Zeitler, Philip S","Treatment Alternatives in Pediatric Type 2 Diabetes","PEDIATRICS","SCHOOLS OF MEDICINE","$ 556,774","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                         
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01DK062402-02","Schrier, Robert W","Clinical Trial to Slow the Progression of ADPKD","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 491,244","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                             
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01DK062453-02","Sokol, Ronald J","Etiology and Treatment of Biliary Atresia and INH","PEDIATRICS","SCHOOLS OF MEDICINE","$ 170,989","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                             
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01DK062536-02","Trotter, James F","Adult to adult living donor liver transplantation cohor*","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 210,000","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                     
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01DK063597-02","Lucia, M S","MPSA Pathology Coordinating Center","PATHOLOGY","SCHOOLS OF MEDICINE","$ 1,086,084","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                                
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01DK063833-02","Crawford, E D","Phytotherapy of Prostateic Symptoms (POPW)","SURGERY","SCHOOLS OF MEDICINE","$ 158,694","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                         
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01HD040657-03","Hambidge, K Michael","Agriculture, Maternal-Infant Nutrition & Public Health","PEDIATRICS","SCHOOLS OF MEDICINE","$ 832,080","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                    
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01HL064265-02","Wolfel, Eugene E","ACTION - A CHF Trial Investigating Outcomes of Exercise","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 293,222","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                      
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U01HL064857-04","Kinsella, John P","INHALED NO FOR THE PREVENTION OF CHRONIC LUNG DISEASE","PEDIATRICS","SCHOOLS OF MEDICINE","$ 1,441,567","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                      
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U10CA042777-16","Bearman, Scott I","UNIVERSITY OF COLORADO SOUTHWEST ONCOLOGY GROUP","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 203,295","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                              
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U10DA013716-04","Riggs, Paula D","ROCKY MOUNTAIN REGIONAL CLINICAL TRIALS NODE","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 1,500,000","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                 
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U10HD038998-04","Schlaff, William D","COLORADO REPRODUCTIVE MEDICINE UNIT","OBSTETRICS & GYNECOLOGY","SCHOOLS OF MEDICINE","$ 131,331","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                           
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U10HD041919-03","Chase, Peter H","Glucose Sensors in Children with Type I Diabetes","MISCELLANEOUS","SCHOOLS OF MEDICINE","$ 352,367","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                            
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U10NS044479-02","Leehey, Maureen A","U Colorado Parkinson's Disease Clinical Research","NEUROLOGY","SCHOOLS OF MEDICINE","$ 110,919","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                             
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U19AI050864-03","Eisenbarth, George S","Virginia Mason/UCHSC Autoimmune Prevention Center","PEDIATRICS","SCHOOLS OF MEDICINE","$ 2,988,760","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                      
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U19DK061248-03","Hutton, John C","Development and Regeneration of the Endocrine Pancreas","PEDIATRICS","SCHOOLS OF MEDICINE","$ 1,315,190","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                       
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","5U42RR016599-03","Gill, Ronald G","ISLET CELL RESOURCES (ICR) FAC AT THE UNIVERSITY OF *","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 200,001","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                          
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","7R01AG013983-19","Cambier, John C","Signal Transduction in B cell Activation","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 382,084","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                     
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","7R01DK047121-09","Cambier, John C","INHIBITORY RECEPTORS AND THEIR MODE OF ACTION","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 224,115","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","7R01EY008282-12","Bateman, Jane Bronwyn","AUTOSOMAL DOMINANT CATARACTS","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 301,814","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                                                         
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","7R01HL068864-02","Greene, Kelly E","REGULATION OF INFLAMMATION BY PULMONARY COLLECTINS","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 333,991","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                            
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","7R03CA099505-02","Denberg, Thomas D","Disparities in prostate cancer decision-making and QOL","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 76,584","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                       
"UNIVERSITY OF COLORADO HLTH SCIENCES CTR","9R01CA103618-12A1","Nemenoff, Raphael A"," Cytosolic Phospholipase in Transformed Cells","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 272,694","AURORA","COLORADO","80045-0508","  "                                                                                                                                                                                                                                                                           
"UNIVERSITY OF DENVER","1F31MH069027-01","Rea, Jacqueline G","Explicit Memory in Children Exposed to Domestic Violence","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 37,208","DENVER","COLORADO","80208","  "                                                                                                                                                                                                                                                                                                     
"UNIVERSITY OF DENVER","2R15GM057635-03A1","Bowler, Bruce E","Measurement of Changes in Denatured State Energetics","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 139,045","DENVER","COLORADO","80208","  "                                                                                                                                                                                                                                                                                                         
"UNIVERSITY OF DENVER","5F31DA015030-03","Branstetter, Steven A","Parent-Child Attachment and Substance Use in Adolescence","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 39,113","DENVER","COLORADO","80208","  "                                                                                                                                                                                                                                                                                                 
"UNIVERSITY OF DENVER","5F31MH066446-02","Burwell, Rebecca A","Emotion Processes in Adolescent Depression","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 38,782","DENVER","COLORADO","80208","  "                                                                                                                                                                                                                                                                                                                  
"UNIVERSITY OF DENVER","5F31NS042873-03","Grubb, Jefferson D","THE EFFECTS OF BODY ORIENTATION ON SPATIAL COGNITION","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 34,751","DENVER","COLORADO","80208","  "                                                                                                                                                                                                                                                                                                        
"UNIVERSITY OF DENVER","5F31NS042968-02","Stedron, Jennifer M","Exploring Hippocampal Function in Downs Syndrome","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 35,513","DENVER","COLORADO","80208","  "                                                                                                                                                                                                                                                                                                           
